1998/05/13,4997.373 ,4997.416 ,4997.460 ,4997.434 ,4997.399 ,4997.143 ,4997.190 ,4997.236 ,4997.223 ,4997.195 ,4996.867 ,4996.892 ,4996.944 ,4996.921 ,4996.899 ,4996.645 ,4996.679 ,4996.718 ,4996.666 ,4996.631
1998/06/05,4997.372 ,4997.413 ,4997.458 ,4997.433 ,4997.399 ,4997.143 ,4997.189 ,4997.236 ,4997.222 ,4997.194 ,4996.866 ,4996.892 ,4996.944 ,4996.920 ,4996.898 ,4996.642 ,4996.678 ,4996.715 ,4996.664 ,4996.630 
1998/06/20,4997.371 ,4997.413 ,4997.457 ,4997.432 ,4997.399 ,,,,,,,4996.891 ,4996.943 ,4996.919 ,4996.898 ,4996.641 ,4996.676 ,4996.714 ,4996.664 ,4996.628 
1998/07/05,4997.371 ,4997.413 ,4997.456 ,4997.433 ,4997.398 ,,,,,,,4996.890 ,4996.942 ,4996.918 ,4996.898 ,4996.639 ,4996.675 ,4996.712 ,4996.662 ,4996.627 
1998/07/22,4997.370 ,4997.411 ,4997.454 ,4997.431 ,4997.398 ,,,,,,,4996.889 ,4996.940 ,4996.915 ,4996.896 ,4996.637 ,4996.672 ,4996.710 ,4996.660 ,4996.624 
1998/08/05,4997.368 ,4997.409 ,4997.452 ,4997.430 ,4997.398 ,,,,,,,4996.889 ,4996.939 ,4996.915 ,4996.896 ,4996.637 ,4996.671 ,4996.710 ,4996.659 ,4996.624 
1998/08/20,4997.366 ,4997.406 ,4997.451 ,4997.429 ,4997.397 ,4997.139 ,4997.186 ,4997.235 ,4997.224 ,4997.192 ,4996.865 ,4996.889 ,4996.937 ,4996.914 ,4996.895 ,4996.637 ,4996.670 ,4996.709 ,4996.659 ,4996.623 
1998/09/05,4997.361 ,4997.406 ,4997.451 ,4997.427 ,4997.396 ,4997.139 ,4997.186 ,4997.235 ,4997.221 ,4997.190 ,4996.866 ,4996.889 ,4996.934 ,4996.912 ,4996.894 ,4996.627 ,4996.670 ,4996.707 ,4996.654 ,4996.615 
1998/09/20,4997.360 ,4997.406 ,4997.450 ,4997.428 ,4997.395 ,4997.139 ,4997.186 ,4997.234 ,4997.220 ,4997.190 ,4996.865 ,4996.889 ,4996.933 ,4996.910 ,4996.892 ,4996.627 ,4996.668 ,4996.704 ,4996.648 ,4996.606 
1998/10/05,4997.359 ,4997.405 ,4997.451 ,4997.428 ,4997.393 ,4997.139 ,4997.187 ,4997.236 ,4997.223 ,4997.192 ,4996.865 ,4996.887 ,4996.935 ,4996.911 ,4996.891 ,4996.629 ,4996.661 ,4996.700 ,4996.649 ,4996.606 
1998/10/20,4997.363 ,4997.404 ,4997.447 ,4997.428 ,4997.392 ,4997.139 ,4997.184 ,4997.235 ,4997.218 ,4997.189 ,4996.864 ,4996.888 ,4996.933 ,4996.908 ,4996.891 ,4996.630 ,4996.661 ,4996.700 ,4996.651 ,4996.609 
1998/11/05,4997.365 ,4997.405 ,4997.447 ,4997.427 ,4997.394 ,4997.139 ,4997.185 ,4997.234 ,4997.222 ,4997.189 ,4996.861 ,4996.886 ,4996.934 ,4996.908 ,4996.890 ,4996.631 ,4996.659 ,4996.697 ,4996.653 ,4996.611 
1998/11/20,4997.366 ,4997.405 ,4997.446 ,4997.423 ,4997.395 ,4997.139 ,4997.183 ,4997.233 ,4997.218 ,4997.191 ,4996.860 ,4996.886 ,4996.936 ,4996.909 ,4996.893 ,4996.634 ,4996.663 ,4996.695 ,4996.652 ,4996.614 
